Restaurant Name,,City,Address,Locality,,,,Cuisines,,,Has Table booking,Has Online delivery,,,,Aggregate rating,,Rating text
Baba Da Dhaba,,Gurgaon,Near Hanuman Mandir,Udyog Vihar,,,,North Indian,,,No,No,,,,0,,Not rated
Bandhani Fast Food,,Gurgaon,"353, Udyog Vihar, Gurgaon",Udyog Vihar,,,,North Indian,,,No,No,,,,0,,Not rated
Bhai Ji Dhaba,,Gurgaon,"Hanuman Mandir, Phase-1, Udyog Vihar, Gurgaon",Udyog Vihar,,,,North Indian,,,No,No,,,,0,,Not rated
Bikaner Sweets,,Gurgaon,"Shop 7, Sector 18, HUDA Complex, Sarhaul Village, Udyog Vihar, Gurgaon",Udyog Vihar,,,,"North Indian, South Indian, Chinese",,,No,No,,,,0,,Not rated
Cafe Coffee Day,,Gurgaon,"Infotech Center, Old Delhi Gurgaon Road, IDPL Township, Sector 22A, Udyog Vihar, Gurgaon",Udyog Vihar,,,,Cafe,,,No,No,,,,0,,Not rated
Cake 24x7,,Gurgaon,"Plot 424, Satguru Farm, Opposite Maruti Gate 1, Sector 18, Udyog Vihar, Gurgaon",Udyog Vihar,,,,"Bakery, Desserts",,,No,Yes,,,,0,,Not rated
Chaayos,,Gurgaon,"Plot 243, Tower A, SP Infocity, Udyog Vihar Phase 1, Sector 20, Udyog Vihar, Gurgaon",Udyog Vihar,,,,"Cafe, Tea",,,No,Yes,,,,0,,Not rated
Chauhan Hotel,,Gurgaon,"Shop 5, HUDA Market, Sector 18, Udyog Vihar, Gurgaon",Udyog Vihar,,,,North Indian,,,No,No,,,,0,,Not rated
Costa Coffee,,Gurgaon,"Airtel Centre Bharti Airtel Ltd, 5th Floor, Plot 16, Phase 4, Udyog Vihar, Gurgaon",Udyog Vihar,,,,Cafe,,,No,No,,,,0,,Not rated
Dheeraj Vaishno Dhaba,,Gurgaon,"Rao Chattar Singh Market, Opposite Siemens Sarhaul Village, Udyog Vihar, Gurgaon",Udyog Vihar,,,,North Indian,,,No,No,,,,0,,Not rated
Domino's Pizza,,Gurgaon,"SCO 35, HUDA Commercial Complex, Udyog Vihar, Gurgaon",Udyog Vihar,,,,"Pizza, Fast Food",,,No,No,,,,0,,Not rated
Food Ka Adda,,Gurgaon,"Plot 481, Ground Floor, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,,,,"North Indian, Chinese, South Indian",,,No,No,,,,0,,Not rated
iKitchen,,Gurgaon,"Plot 477, Sector 18, Sarhaul, Phase IV, Udyog Vihar, Gurgaon",Udyog Vihar,,,,"North Indian, Chinese, Italian",,,No,Yes,,,,0,,Not rated
Knights Kitchen,,Gurgaon,"93-B, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,,,,North Indian,,,No,No,,,,0,,Not rated
Ku-Kukdu-Ku,,Gurgaon,"Near DCB ATM, Vimal Yadav Wali Galli, Sarhaul Village, Udyog Vihar, Gurgaon",Udyog Vihar,,,,North Indian,,,No,No,,,,0,,Not rated
Mogambo Kitchen,,Gurgaon,"Plot 581, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,,,,North Indian,,,No,No,,,,0,,Not rated
Noore-e-Seva,,Gurgaon,"Shop 3, Huda Market, Sarahel, Udyog Vihar, Gurgaon",Udyog Vihar,,,,"Mughlai, Biryani",,,No,No,,,,0,,Not rated
Premier Bite,,Gurgaon,"243, Phase 1, Udyog Vihar, Gurgaon",Udyog Vihar,,,,"North Indian, Chinese, South Indian",,,No,No,,,,0,,Not rated
Renu Sweets & Restaurant,,Gurgaon,"Main Market Sarhaol, Opposite Siemens Company, Udyog Vihar, Gurgaon",Udyog Vihar,,,,North Indian,,,No,No,,,,0,,Not rated
Street Foods by Punjab Grill,,Gurgaon,"Location Varies, Udyog Vihar, Gurgaon",Udyog Vihar,,,,"Street Food, North Indian",,,No,No,,,,0,,Not rated
Tpot,,Gurgaon,"Plot 241, Smile Group, Udyog Vihar, Gurgaon",Udyog Vihar,,,,Cafe,,,No,Yes,,,,0,,Not rated
Uttrakhand Bohra Bhojnalaya & Fast Food,,Gurgaon,"Main Sarhol Village, Opposite Siemens Office, Udyog Vihar, Gurgaon",Udyog Vihar,,,,North Indian,,,No,No,,,,0,,Not rated
Uttrakhand Dhaba,,Gurgaon,"Near Ram Chowk, Udyog Vihar, Gurgaon",Udyog Vihar,,,,North Indian,,,No,No,,,,0,,Not rated
Tea Halt,,Gurgaon,"Ground Floor, Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon",,,,Cafe,,,No,Yes,,,,3.1,,Average
Dunkin' Donuts,,Gurgaon,"7, Tower C, Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon",,,,"Burger, Desserts, Fast Food",,,No,Yes,,,,3.5,,Good
Indian Bistro Company,,Gurgaon,"Unit 3, Tower B, Unitech Cyber Park, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon",,,,North Indian,,,No,No,,,,3.7,,Good
Department of Food and Social Affair,,Gurgaon,"Unitech Cyber Park, Behind Tower A, Sector 39, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon",,,,Fast Food,,,No,No,,,,0,,Not rated
Tpot,,Gurgaon,"Unitech Cyber Park, Sector 39, Gurgaon, Gurgaon","Unitech Cyber Park, Sector 39, Gurgaon",,,,Cafe,,,No,Yes,,,,0,,Not rated
Anaaj,,Gurgaon,"Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"North Indian, Fast Food",,,No,No,,,,2.9,,Average
Au Bon Pain,,Gurgaon,"New Food court, 12-A, Ground Floor, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Cafe, Bakery",,,No,No,,,,2.8,,Average
Cafe Coffee Day,,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,Cafe,,,No,No,,,,3.1,,Average
Cafe Friends,,Gurgaon,"Shop 14, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Cafe, Fast Food, Street Food",,,No,No,,,,3.2,,Average
Chinese Bistro,,Gurgaon,"Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,Chinese,,,No,No,,,,2.9,,Average
Dunkin' Donuts,,Gurgaon,"Unit 2, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Burger, Desserts, Fast Food",,,No,No,,,,3.4,,Average
Madras Coffee House,,Gurgaon,"Unit 7, SEZ Block 4 Aminity, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,South Indian,,,No,No,,,,3,,Average
McDonald's,,Gurgaon,"3, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Fast Food, Burger",,,No,No,,,,3.3,,Average
Nukkadwala,,Gurgaon,"Unit 7, SEZ Block 4 Aminity, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Fast Food, Street Food",,,No,No,,,,3.2,,Average
Salad Chef,,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Healthy Food, Fast Food, Salad",,,No,Yes,,,,3.2,,Average
Subway,,Gurgaon,"Food Court, Ground Floor, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"American, Fast Food, Salad, Healthy Food",,,No,No,,,,3.3,,Average
Tea Halt,,Gurgaon,"Food Court, Basement, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,Cafe,,,No,Yes,,,,2.7,,Average
The Kachori Co.,,Gurgaon,"Amenity Block, Unitech Infospace, Old Delhi-Gurgaon Road, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,Street Food,,,No,No,,,,2.5,,Average
Urban Dhaba,,Gurgaon,"Food Court, Basement 1, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,North Indian,,,No,Yes,,,,3.2,,Average
A Piece of Paris,,Gurgaon,"Next to Citibank ATM, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Desserts, Bakery",,,No,Yes,,,,3.9,,Good
Chaayos,,Gurgaon,"Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Cafe, Tea",,,No,Yes,,,,3.8,,Good
Doughlicious,,Gurgaon,"Unit 11, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Bakery, Desserts, Fast Food",,,No,No,,,,3.6,,Good
Eggers Madhouse,,Gurgaon,"15, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,Fast Food,,,No,Yes,,,,3.7,,Good
Live Wok,,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Chinese, Asian, Thai",,,Yes,No,,,,3.6,,Good
Orange Chopsticks,,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Chinese, Thai, Asian",,,Yes,Yes,,,,3.5,,Good
Pizzoccheri,,Gurgaon,"Block 4, Unitech Infospace, Opposite IDPL, Old Delhi Gurgaon Road, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Fast Food, Pizza",,,Yes,No,,,,3.6,,Good
Creamy Innovation,,Gurgaon,"Counter 7, Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,Bakery,,,No,No,,,,0,,Not rated
Dosa Republic,,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,South Indian,,,No,No,,,,0,,Not rated
Giani's,,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Ice Cream, Desserts",,,No,No,,,,0,,Not rated
Chai Point,,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon",,,,"Tea, Fast Food",,,No,Yes,,,,2.4,,Poor
Latitude - Vivanta By Taj,,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon",,,,"North Indian, Mediterranean, European, Asian, Chinese, Pizza",,,Yes,No,,,,3.8,,Good
Thai Pavilion - Vivanta By Taj,,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon",,,,"Thai, Asian",,,Yes,No,,,,4,,Very Good
3H Kitchen,,Gurgaon,"B-70, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar",,,,"North Indian, Chinese",,,No,No,,,,2.9,,Average
Manish Sweets & Bakers,,Gurgaon,"Shop 59, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar",,,,"Mithai, Bakery, Street Food",,,No,No,,,,2.8,,Average
Oasis Kitchen,,Gurgaon,"S-161, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar",,,,"Chinese, North Indian",,,No,No,,,,2.9,,Average
Ramchandra Chinese Food,,Gurgaon,"C-145, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar",,,,"Chinese, Fast Food",,,No,Yes,,,,2.7,,Average
Sona Chinese,,Gurgaon,"C-124, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar",,,,Chinese,,,No,No,,,,2.8,,Average
The Pastry Hut,,Gurgaon,"S-73, Palam Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar",,,,"Bakery, Desserts",,,No,Yes,,,,2.9,,Average
Aggarwal Sweets & Restaurant,,Gurgaon,"B-89, Vyaapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar",,,,Mithai,,,No,No,,,,0,,Not rated
Bhoomika,,Gurgaon,"39, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,"Bakery, Desserts",,,No,No,,,,2.9,,Average
FoodZilla,,Gurgaon,"UGF-126, 1st Floor, Vyapar Kendra, C Block, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,"Chinese, Assamese",,,No,Yes,,,,3.3,,Average
Goli Vada Pav No. 1,,Gurgaon,"180, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,Street Food,,,No,Yes,,,,3.4,,Average
Indo Chinese,,Gurgaon,"178, Ground Floor, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,"North Indian, Chinese",,,No,No,,,,3.2,,Average
Kathi Junction,,Gurgaon,"GF-23, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,Fast Food,,,No,Yes,,,,3,,Average
Romi da Dhaba,,Gurgaon,"GF-177, Sushant Vyapar Kendra, Sushant Lok 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,North Indian,,,No,Yes,,,,3.1,,Average
Shamji Snacks,,Gurgaon,"54, Vyapar Kendra, Block C, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,"Mithai, Street Food, South Indian, Chinese, North Indian",,,No,No,,,,2.7,,Average
The Lunch Break,,Gurgaon,"UGF-9, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,North Indian,,,No,No,,,,2.9,,Average
Veg O Non,,Gurgaon,"181, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,North Indian,,,No,No,,,,3.1,,Average
Alwar Sweets,,Gurgaon,"GF-40, Opposite Mother Dairy, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,"Mithai, Street Food",,,No,No,,,,3.5,,Good
Bakers Oven,,Gurgaon,"9, Ground Floor, Vyaapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,"Bakery, Desserts",,,No,Yes,,,,3.6,,Good
Burgzz Bee,,Gurgaon,"GF-179, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,"Burger, Fast Food",,,No,Yes,,,,3.6,,Good
Chinese Corner,,Gurgaon,"GF-174, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,"Chinese, Thai",,,No,Yes,,,,3.6,,Good
Iroha,,Gurgaon,"GF-144-146, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,"Bakery, Fast Food",,,No,No,,,,3.7,,Good
Chaudhary Burfi Wala,,Gurgaon,"Shop 38, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,"Mithai, Street Food",,,No,No,,,,0,,Not rated
Curry 'n' Phulka,,Gurgaon,"GF-1, Vyapar Kendra, Block C, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,"North Indian, Chinese",,,No,Yes,,,,2.4,,Poor
Wah Ji Wah,,Gurgaon,"100, Ground Floor, Vyapar Kendra, C Block, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok",,,,North Indian,,,No,Yes,,,,2.2,,Poor
Woods Spice,,Gurgaon,"Woods Resort, H Block, Greenwood City, Near Sector 45, Gurgaon","Woods Resort, Gurgaon",,,,"Continental, North Indian",,,Yes,No,,,,3.2,,Average
Mocha,,Guwahati,"Anil Plaza 2, G.S Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti",,,,"Cafe, Italian",,,No,No,,,,4.6,,Excellent
Terra Mayaa Restaurant and Lounge,,Guwahati,"6th Floor, Anil Plaza 2, G.S. Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti",,,,"North Indian, Continental, Italian, Chinese",,,No,No,,,,3.9,,Good
The Basement CafÌ©,,Guwahati,"R.G. Baruah Road, Near Guwahati Commerece College, Chandmari, Guwahati",Chandmari,,,,Cafe,,,No,No,,,,4.7,,Excellent
Strawberry Fields,,Guwahati,"Chakradhar Villa, Opposite All India Radio, Chandmari, Guwahati",Chandmari,,,,Cafe,,,No,No,,,,4.1,,Very Good
Brooklyn Blues,,Guwahati,"4th Floor, Dona Planet Mall, G. S. Road, Christian Basti, Guwahati",Christian Basti,,,,"Continental, European",,,No,No,,,,4.2,,Very Good
Confucius,,Guwahati,"Near VLCC, G.S. Road, Christian Basti, Guwahati",Christian Basti,,,,"Chinese, Thai",,,No,No,,,,4.1,,Very Good
The Woking Mama,,Guwahati,"4th Floor, Dona Planet Multiplex Mall, D. Neog Path, GS Road, Christian Basti, Guwahati",Christian Basti,,,,"Chinese, Thai, Japanese, Asian",,,No,No,,,,4.4,,Very Good
Underdoggs Sports Bar & Grill,,Guwahati,"1st Floor, Central Mall, G.S. Road, Sree Nagar, Christian Basti, Guwahati",Christian Basti,,,,"North Indian, Continental",,,No,No,,,,4.4,,Very Good
The Zouq : Resto-Cafe,,Guwahati,"1st Floor, Royal Orchard, House 1, By Lane 2, Near Arohan and Passport Office, Dispur, Guwahati",Dispur,,,,"Cafe, North Indian, Italian",,,No,No,,,,4.1,,Very Good
BrewBakes,,Guwahati,"Near Six Mile Flyover, above Domino's Pizza, Six Mile, Guwahati G.S. Road",Six Mile,,,,"Cafe, Continental, Chinese",,,No,No,,,,4,,Very Good
Barbeque Nation,,Guwahati,"2nd Floor, Adityam Building, Ulubari, Guwahati",Ulubari,,,,North Indian,,,No,No,,,,4.9,,Excellent
Yo! China,,Guwahati,"1st Floor, Adityam Building,Borthakur Mall Road, Ulubari, Guwahati",Ulubari,,,,Chinese,,,No,No,,,,3.6,,Good
4 Seasons,,Guwahati,"Opposite Institute of Social Science, Bhuban Road, Uzan Bazaar, Guwahati",Uzan Bazaar,,,,"Chinese, North Indian",,,No,No,,,,3.6,,Good
11th Avenue Cafe Bistro,,Guwahati,"Opposite Assam State Museum, Dighalipukhuri, Tayabullah Road, Uzan Bazaar, Guwahati",Uzan Bazaar,,,,"Cafe, American, Italian, Continental",,,No,No,,,,4.1,,Very Good
CafÌ© Riverrun,,Guwahati,"47, Mahatma Gandhi Road, Uzan Bazaar, FabIndia Building, Guwahati ",Uzan Bazaar,,,,"Continental, Juices, Cafe, Desserts, Salad, Italian",,,No,No,,,,4.2,,Very Good
Fat Belly,,Guwahati,"Opposite Rabindra Bhawan, GNB Road, Ambari, Dighalipukhuri East, Uzan Bazaar, Guwahati",Uzan Bazaar,,,,"Asian, Chinese, Tibetan",,,No,No,,,,4.1,,Very Good
The Corner Cafe,,Guwahati,"Navin Bhawan, Lamb Road, Ambari, Uzan Bazaar Guwahti, Uzan Bazaar, Guwahati",Uzan Bazaar,,,,"Cafe, Continental",,,No,No,,,,4.1,,Very Good
Chung Fa,,Guwahati,"Zoo Narengi Road, Geetanagar, Zoo Tiniali Area, Guwahati, Zoo Tiniali, Guwahati",Zoo Tiniali,,,,Chinese,,,No,No,,,,4.3,,Very Good
Shanghai Salsa,,Guwahati,"37, 1st Floor, Hatigarh Chariali, Mother Teresa Road, Zoo Tiniali Area, Zoo Tiniali, Guwahati",Zoo Tiniali,,,,"Continental, Fast Food, Chinese, Charcoal Grill, Mexican",,,No,No,,,,4,,Very Good
Three Guys,,Guwahati,"R.G.B Road, Zonali, Near Jonali Bus Stop, Zoo Tiniali, Guwahati",Zoo Tiniali,,,,"Continental, North Indian, Chinese, Arabian, Thai",,,No,No,,,,4.3,,Very Good
Ziya,,Guwahati,"Opposite 5th By-Lane, Mother Teresa Road, Zoo Road, Zoo Tiniali, Guwahati",Zoo Tiniali,,,,"Continental, Chinese",,,No,No,,,,4.3,,Very Good
Exotica,,Hyderabad,"Opposite Audi Showroom, 5th Floor, 12th Square Building, Road 12, Banjara Hills, Hyderabad","12th Square Building, Banjara Hills",,,,"Mughlai, North Indian, Chinese",,,Yes,Yes,,,,4.3,,Very Good
AB's - Absolute Barbecues,,Hyderabad,"No. 8-2-618/10-11,2nd Floor, Krishe Amethyst, Road No.1, Banjara Hills, Hyderabad",Banjara Hills,,,,"European, Mediterranean, North Indian",,,No,No,,,,4.9,,Excellent
Chili's,,Hyderabad,"Flat 48, Ground Floor, Opposite Vengal Rao Park, Road 1, Banjara Hills, Hyderabad",Banjara Hills,,,,"Mexican, American, Tex-Mex, Burger",,,Yes,Yes,,,,4.7,,Excellent
The Fisherman's Wharf,,Hyderabad,"304, Puppalaguda, Financial District,ISB - Outer Ring Road, Gachibowli, Hyderabad",Gachibowli,,,,"Seafood, Continental, Goan, Asian, Andhra",,,Yes,No,,,,3.8,,Good
Chili's,,Hyderabad,"F 48, 1st Floor, Inorbit Mall, Hitech City, Hyderabad",Hitech City,,,,"Mexican, American, Tex-Mex, Burger",,,No,Yes,,,,4.6,,Excellent
Pine & Dine,,Hyderabad,"Plot 73, Jubilee Enclave, Hitech City, Hyderabad",Hitech City,,,,"North Indian, South Indian, Chinese",,,Yes,Yes,,,,4,,Very Good
Jonathan's Kitchen - Holiday Inn Express & Suites,,Hyderabad,"Holiday Inn Express & Suites, Gachibowli, Hyderabad",Holiday Inn Express & Suites,,,,"North Indian, Japanese, Italian",,,Yes,No,,,,4.3,,Very Good
AB's - Absolute Barbecues,,Hyderabad,"Plot 483, 4th Floor, Pemmasani Complex, Bajaj Electronics Building, Near Madhapur Police Station, Road 36, Jubilee Hills, Hyderabad",Jubilee Hills,,,,"European, Mediterranean, North Indian",,,No,No,,,,4.9,,Excellent
ConÌ_u,,Hyderabad,"479/B, Road 21, Jubilee Hills, Hyderabad",Jubilee Hills,,,,"Bakery, Desserts",,,No,No,,,,4.8,,Excellent
Dock Forty Five,,Hyderabad,"1067, Road 45, Jubilee Hills, Hyderabad",Jubilee Hills,,,,"Continental, Asian",,,No,No,,,,4.2,,Very Good
Mocha Bar,,Hyderabad,"161, Road 13, Jubilee Hills, Hyderabad",Jubilee Hills,,,,"North Indian, Continental, Italian",,,Yes,No,,,,4.2,,Very Good
Olive Bistro,,Hyderabad,"Road 46, Inside Durgam Cheruvu, Jubilee Hills, Hyderabad",Jubilee Hills,,,,"Mediterranean, Italian, European",,,Yes,Yes,,,,4.4,,Very Good
Prost Brew Pub,,Hyderabad,"882/A Road No 45, Jubilee Hills, Hyderabad",Jubilee Hills,,,,"Italian, Continental, Chinese",,,Yes,No,,,,4.1,,Very Good
United Kitchens of India,,Hyderabad,"Road 45, Jubilee Hills, Hyderabad",Jubilee Hills,,,,"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",,,Yes,No,,,,4.1,,Very Good
Heart Cup Coffee,,Hyderabad,"B 7 & 8, Jubilee Garden, Behind TCS Building, E Park, Kondapur, Hyderabad",Kondapur,,,,"Cafe, Continental, North Indian, Chinese",,,No,Yes,,,,4.2,,Very Good
Churrolto,,Hyderabad,"Ground Floor, Shop 3, Opposite IndusInd Bank, Madhapur Main Road, Madhapur, Hyderabad",Madhapur,,,,"Desserts, Cafe, Mexican",,,No,No,,,,4.7,,Excellent
The Grand Trunk Road,,Hyderabad,"16, Image Garden Road, Madhapur, Hyderabad",Madhapur,,,,"North Indian, Chinese",,,No,Yes,,,,3.9,,Good
Sahib‰Ûªs Barbeque by Ohri‰Ûªs,,Hyderabad,"First Floor, Shilparamam Complex, Opposite Cyber Tower, Hitech City, Hyderabad",Ohri' Hitech City,,,,"Hyderabadi, Awadhi",,,Yes,No,,,,4.1,,Very Good
KYRO,,Indore,"Fortune Aura Rooftop, 1,  Gurmeet Nagar, Bhawar Kuan Main Road, Bhawar Kuan, Indore",Bhawar Kuan,,,,"North Indian, Chinese, Continental, Mediterranean, Asian",,,No,No,,,,3.7,,Good
JAL - A Jungle Restaurant,,Indore,"Behind Pushp Kunj Hospital, Khandwa Road, Bhawar Kuan, Indore",Bhawar Kuan,,,,"North Indian, Chinese",,,No,No,,,,4.1,,Very Good
Oye24,,Indore,"HIG-LIG, Indore",HIG-LIG,,,,"North Indian, Chinese, South Indian",,,No,No,,,,4.1,,Very Good
Hobnob Gourmet CafÌ©bar,,Indore,"Infiniti Hotel, 1C/CA, Scheme 94, Vijay Nagar, Indore","Infiniti Hotel, Vijay Nagar",,,,"Italian, Continental",,,No,No,,,,4.1,,Very Good
Mangosteen Cafe,,Indore,"4/5, 5th Floor, Pushpratna Solitaire, New Palasia, Indore",New Palasia,,,,"Cafe, Fast Food, Italian, Mexican",,,No,No,,,,3.9,,Good
Mama Loca,,Indore,"G-1, Princess Centre, 6/3, New Palasia, Indore",New Palasia,,,,"Greek, Lebanese",,,No,No,,,,4.2,,Very Good
Vidorra,,Indore,"1001, Rooftop, Shekhar Central, Palasia Square, New Palasia, Indore",New Palasia,,,,"North Indian, Chinese",,,No,No,,,,4,,Very Good
Cafe Palette,,Indore,"136, Saket, Old Palasia, Indore",Old Palasia,,,,"Cafe, Lebanese, Italian",,,No,No,,,,3.8,,Good
Nafees Restaurant,,Indore,"30-B, Apollo Avenue, Old Palasia, Indore",Old Palasia,,,,"North Indian, Mughlai",,,No,No,,,,4,,Very Good
The Creative Kitchen - Radisson Blu Hotel,,Indore,"Radisson Blu Hotel, 12, Scheme 94C, Ring Road, Vijay Nagar, Indore","Radisson Blu Hotel, Vijay Nagar",,,,"North Indian, Continental, Mexican, Italian",,,No,No,,,,3.8,,Good
Square - Sayaji Hotel,,Indore,"Sayaji Hotel, H-1, Scheme 54, Vijay Nagar, Indore","Sayaji Hotel, Vijay Nagar",,,,"North Indian, Chinese, Italian",,,No,No,,,,4.3,,Very Good
Freito,,Indore,"343-344, Rooftop, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,,,,"Mexican, Italian",,,No,No,,,,3.1,,Average
Cafe Terazza,,Indore,"10th Floor, Airen Heights, Opposite C 21 Mall, Vijay Nagar, Indore",Vijay Nagar,,,,"Cafe, Italian, Mexican, Chinese",,,No,No,,,,3.9,,Good
Cafe Yolo,,Indore,"65, Scheme 78-II, Opposite Prestige College, Vijay Nagar, Indore",Vijay Nagar,,,,"Cafe, Fast Food",,,No,No,,,,3.8,,Good
Just My Bakes,,Indore,"5-B/F, Scheme 74C, Vijay Nagar, Indore",Vijay Nagar,,,,"Cafe, Bakery",,,No,No,,,,3.9,,Good
10 Downing Street,,Indore,"Second Floor, Malhar Mega Mall, AB Road, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,,,,"North Indian, Chinese",,,No,No,,,,4,,Very Good
Cakesmith's Alley,,Indore,"Shop 8, Scheme 78, Near Prestige College UG Campus, Vijay Nagar, Indore",Vijay Nagar,,,,"Bakery, Cafe, Fast Food",,,No,No,,,,4.3,,Very Good
The Yellow Chilli,,Indore,"Block B-3, Dhan Trident, Near Metro Tower, PU-4, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,,,,"North Indian, Mughlai, Seafood",,,No,No,,,,4.1,,Very Good
Waffle House,,Indore,"Shop 301, Satyaraj Building, Opposite Malhar Mall, A.B Road, Vijay Nagar, Indore",Vijay Nagar,,,,"Cafe, Fast Food",,,No,No,,,,4.3,,Very Good
